COMMODITY_DESC,n_top_items,item_weeks,share_weeks_price_moves,share_weeks_base_moves,share_weeks_promo_moves,share_weeks_either_moves,n_items_base_moves,n_items_promo_moves,differential_cells,differential_per_pair,mean_abs_move_corr,cat_trips,multi_any,multi_top,n_items_all,trips_top,drop_reason,scored,kept_today
PREPAID WIRELESS&ACCESSORIES,10,222,0.013513513513513514,0.0,0.013513513513513514,0.013513513513513514,0,2,27.0,0.3,0.01545611669337961,1025,0.0624390243902439,0.03902439024390244,47,943,fewer than 5 items or <200 category-trips,True,False
PREPARED FOOD,10,418,0.6507177033492823,0.4880382775119617,0.3277511961722488,0.6483253588516746,9,8,1818.0,20.2,0.08480547583344471,4636,0.040983606557377046,0.015962036238136326,164,4075,fewer than 5 items or <200 category-trips,True,False
PREPARED/PKGD FOODS,10,54,0.14814814814814814,0.0,0.14814814814814814,0.14814814814814814,0,5,66.0,0.7333333333333333,0.14461931622157403,669,0.2929745889387145,0.04185351270553064,182,241,fewer than 5 items or <200 category-trips,True,False
PROCESSED,10,515,0.11650485436893204,0.007766990291262136,0.11067961165048544,0.11650485436893204,4,7,416.0,4.622222222222222,0.09665601703663235,4676,0.10949529512403763,0.0051325919589392645,319,1608,KEPT,True,True
PROPANE,2,16,0.0625,0.0625,0.0,0.0625,1,0,1.0,0.5,,54,0.018518518518518517,0.018518518518518517,3,55,fewer than 5 items or <200 category-trips,True,False
PWDR/CRYSTL DRNK MX,10,960,0.10625,0.011458333333333333,0.11354166666666667,0.115625,10,10,104.0,1.1555555555555554,0.8996258517868709,5275,0.5522274881516588,0.30161137440758296,281,6175,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
REFRGRATD DOUGH PRODUCTS,10,856,0.38317757009345793,0.169392523364486,0.35397196261682246,0.4182242990654206,6,10,1688.0,18.755555555555556,0.24008323336822607,14028,0.25933846592529225,0.02566295979469632,415,4603,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
REFRGRATD JUICES/DRNKS,10,974,0.27720739219712526,0.03285420944558522,0.27618069815195073,0.2864476386036961,10,8,1628.0,18.08888888888889,0.18518868919915765,25614,0.16623721402358085,0.03947060201452331,394,12715,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
REFRIGERATED,10,580,0.16034482758620688,0.034482758620689655,0.13275862068965516,0.16379310344827586,8,9,583.0,6.477777777777778,0.1723068302361431,5126,0.27896995708154504,0.02945766679672259,390,1431,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
RESTRICTED DIET,2,2,0.0,0.5,0.5,0.5,1,1,,,,37,0.21621621621621623,0.08108108108108109,30,26,fewer than 5 items or <200 category-trips,True,False
RICE CAKES,10,246,0.14634146341463414,0.008130081300813009,0.13821138211382114,0.14634146341463414,1,8,306.0,3.4,0.12905773300018172,1244,0.21543408360128619,0.0707395498392283,60,796,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
ROLLS,10,706,0.16572237960339944,0.012747875354107648,0.1558073654390935,0.16572237960339944,6,10,835.0,9.277777777777779,0.12176811789798872,5054,0.07123070834982193,0.015829046299960427,217,3158,KEPT,True,True
ROSES,8,107,0.29906542056074764,0.14018691588785046,0.205607476635514,0.29906542056074764,6,6,204.0,3.642857142857143,0.0878794538559168,499,0.02004008016032064,0.014028056112224449,50,434,fewer than 5 items or <200 category-trips,True,False
SALAD BAR,10,837,0.9127837514934289,0.9139784946236559,0.34647550776583036,0.9199522102747909,9,8,1690.0,18.77777777777778,0.10963000576648546,8266,0.11952576820711348,0.08625695620614565,48,8658,fewer than 5 items or <200 category-trips,True,False
SALAD MIX,10,948,0.5685654008438819,0.006329113924050633,0.5654008438818565,0.569620253164557,5,10,2135.0,23.72222222222222,0.44773092481561777,15429,0.09456218808736794,0.028193661287186467,253,10107,KEPT,True,True
SALADS/DIPS,10,701,0.43081312410841655,0.19543509272467904,0.23252496433666192,0.4222539229671897,4,9,1556.0,17.288888888888888,0.32807361046507205,5991,0.2056417960273744,0.03588716407945251,337,2371,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
SALD DRSNG/SNDWCH SPRD,10,867,0.23414071510957324,0.04382929642445214,0.21453287197231835,0.23298731257208766,7,10,1379.0,15.322222222222223,0.11959934487838433,16637,0.2141612069483681,0.018512953056440466,655,5745,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
SANDWICHES,10,299,0.31438127090301005,0.2842809364548495,0.033444816053511704,0.31438127090301005,7,2,778.0,8.644444444444444,0.11152028554082125,884,0.12330316742081449,0.10407239819004525,72,804,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
SEAFOOD - FROZEN,10,530,0.44716981132075473,0.19811320754716982,0.3660377358490566,0.4547169811320755,7,10,1567.0,17.41111111111111,0.07881414655180136,7468,0.13818960899839314,0.008971612212104981,408,2310,KEPT,True,True
SEAFOOD - MISC,10,252,0.15476190476190477,0.0,0.15476190476190477,0.15476190476190477,0,7,339.0,3.7666666666666666,0.043886947650092004,1132,0.06978798586572438,0.02561837455830389,96,779,fewer than 5 items or <200 category-trips,True,False
SEAFOOD - SHELF STABLE,10,811,0.26633785450061653,0.1159062885326757,0.20221948212083848,0.28236744759556104,9,10,1496.0,16.622222222222224,0.11648513920212697,7836,0.11855538540071466,0.026416539050535988,209,4654,KEPT,True,True
SEAFOOD-FRESH,10,439,0.9430523917995444,0.8929384965831435,0.33712984054669703,0.9430523917995444,9,10,2144.0,23.822222222222223,0.07250952102149148,3658,0.12137780207763806,0.021323127392017496,336,1763,fewer than 5 items or <200 category-trips,True,False
SEASONAL,10,51,0.5882352941176471,0.19607843137254902,0.39215686274509803,0.5882352941176471,5,4,208.0,2.311111111111111,0.37778720902413326,236,0.05508474576271186,0.05508474576271186,18,238,fewer than 5 items or <200 category-trips,True,False
SERVICE BEVERAGE,8,73,0.0547945205479452,0.0136986301369863,0.0410958904109589,0.0547945205479452,1,3,28.0,0.5,0.021276595744680837,287,0.11149825783972125,0.08013937282229965,33,275,not audited (removed upstream),False,False
SEWING,7,9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,150,0.18666666666666668,0.1,40,97,fewer than 5 items or <200 category-trips,True,False
SHAVING CARE PRODUCTS,10,182,0.15934065934065933,0.0989010989010989,0.12087912087912088,0.18681318681318682,5,7,245.0,2.7222222222222223,0.05015719598990407,3275,0.18442748091603053,0.004274809160305344,452,521,fewer than 5 items or <200 category-trips,True,False
SHOE CARE,5,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,222,0.21171171171171171,0.013513513513513514,123,68,fewer than 5 items or <200 category-trips,True,False
SHORTENING/OIL,10,773,0.17464424320827943,0.111254851228978,0.2276843467011643,0.24191461836998707,7,10,907.0,10.077777777777778,0.15667751577239059,8212,0.08219678519240137,0.013760350706283488,270,4305,KEPT,True,True
SINUS AND ALLERGY,10,111,0.16216216216216217,0.02702702702702703,0.16216216216216217,0.17117117117117117,3,8,158.0,1.7555555555555555,0.036663687823814795,1679,0.04466944609886837,0.0011911852293031567,195,402,fewer than 5 items or <200 category-trips,True,False
SMOKED MEATS,10,510,0.5745098039215686,0.5509803921568628,0.07647058823529412,0.5745098039215686,6,6,1661.0,18.455555555555556,0.10264331249043936,3900,0.04230769230769231,0.009743589743589744,181,1936,"insufficient price variation (<2 items changing, or no item with >=10% of pair-weeks moving >=$0.10)",True,False
SMOKING CESSATIONS,4,5,0.2,0.0,0.2,0.2,0,1,3.0,0.25,,79,0.0,0.0,27,60,fewer than 5 items or <200 category-trips,True,False
SNACK NUTS,10,452,0.19911504424778761,0.0,0.19690265486725664,0.19690265486725664,0,8,714.0,7.933333333333334,0.10356563151191302,4661,0.12529500107273117,0.006221840806693842,247,1169,KEPT,True,True
SNACKS,10,243,0.16049382716049382,0.012345679012345678,0.15637860082304528,0.16049382716049382,2,10,325.0,3.611111111111111,0.08418483772987598,1265,0.11225296442687747,0.04189723320158103,106,624,fewer than 5 items or <200 category-trips,True,False
SNKS/CKYS/CRKR/CNDY,10,140,0.15714285714285714,0.0,0.16428571428571428,0.16428571428571428,0,10,166.0,1.8444444444444446,0.15626104536612798,953,0.3074501573976915,0.08394543546694648,261,430,fewer than 5 items or <200 category-trips,True,False
SOAP - LIQUID & BAR,10,332,0.2469879518072289,0.04819277108433735,0.22590361445783133,0.25301204819277107,7,10,610.0,6.777777777777778,0.1627201591380521,5827,0.18122533035867514,0.004461987300497683,500,925,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
SOFT DRINKS,10,1005,0.4059701492537313,0.005970149253731343,0.39800995024875624,0.4009950248756219,6,9,2046.0,22.733333333333334,0.2110031115405017,67993,0.41483682143750095,0.05224067183386525,1696,27223,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
SOUP,10,938,0.2281449893390192,0.12366737739872068,0.17164179104477612,0.2526652452025586,8,10,1462.0,16.244444444444444,0.1892585375881689,23287,0.48524928071456175,0.05822991368574741,976,8478,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
SPICES & EXTRACTS,10,764,0.14267015706806283,0.020942408376963352,0.11910994764397906,0.1400523560209424,7,9,779.0,8.655555555555555,0.21050510467670577,9395,0.24044704630122404,0.020223523150612027,730,2692,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
SPORTS MEMORABLILIA,7,13,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.3076923076923077,3,2,18.0,0.42857142857142855,0.041089742860691864,200,0.115,0.01,114,71,fewer than 5 items or <200 category-trips,True,False
SPRING/SUMMER SEASONAL,10,172,0.046511627906976744,0.023255813953488372,0.01744186046511628,0.040697674418604654,1,2,70.0,0.7777777777777778,0.05833320469523269,1875,0.08586666666666666,0.013333333333333334,531,646,fewer than 5 items or <200 category-trips,True,False
SQUASH,10,348,0.9942528735632183,0.9942528735632183,0.11781609195402298,0.9942528735632183,10,6,2096.0,23.288888888888888,0.08305442485743453,2026,0.14659427443237907,0.14116485686080948,35,2284,fewer than 5 items or <200 category-trips,True,False
STATIONERY & SCHOOL SUPPLIES,10,190,0.35789473684210527,0.10526315789473684,0.3105263157894737,0.3684210526315789,7,10,506.0,5.622222222222222,0.09173714218427068,4595,0.27159956474428726,0.010228509249183896,1251,678,fewer than 5 items or <200 category-trips,True,False
STONE FRUIT,10,439,0.9908883826879271,0.9886104783599089,0.5899772209567198,0.9977220956719818,10,10,1341.0,14.9,0.10676614224649243,5443,0.17288260150652213,0.1506522138526548,58,6039,fewer than 5 items or <200 category-trips,True,False
SUGARS/SWEETNERS,10,854,0.12177985948477751,0.0234192037470726,0.10304449648711944,0.12295081967213115,8,9,788.0,8.755555555555556,0.15203051005845955,10213,0.09693527856653285,0.047684323900910604,149,7918,KEPT,True,True
SUNTAN,5,8,0.375,0.0,0.375,0.375,0,3,12.0,0.6,0.14285714285714288,367,0.14986376021798364,0.010899182561307902,187,75,fewer than 5 items or <200 category-trips,True,False
SUSHI,10,150,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,623,0.3162118780096308,0.11235955056179775,88,437,fewer than 5 items or <200 category-trips,True,False
SWEET GOODS & SNACKS,10,308,0.1266233766233766,0.02922077922077922,0.10064935064935066,0.1266233766233766,4,6,333.0,3.7,0.059168816186520624,1597,0.06574827802128992,0.020037570444583593,133,906,top 15% most seasonal (Herfindahl of daily demand),True,False
SYRUPS/TOPPINGS,10,216,0.2037037037037037,0.046296296296296294,0.17592592592592593,0.18981481481481483,6,8,370.0,4.111111111111111,0.0770497282973222,1063,0.187206020696143,0.05738476011288805,73,622,fewer than 5 items or <200 category-trips,True,False
TEAS,10,330,0.2,0.00909090909090909,0.19090909090909092,0.2,2,9,530.0,5.888888888888889,0.06144559505035177,3480,0.11867816091954023,0.0005747126436781609,331,850,fewer than 5 items or <200 category-trips,True,False
TICKETS,4,111,0.06306306306306306,0.06306306306306306,0.0,0.06306306306306306,2,0,21.0,1.75,0.0001943161506449389,706,0.0084985835694051,0.0084985835694051,7,713,fewer than 5 items or <200 category-trips,True,False
TOBACCO OTHER,10,186,0.07526881720430108,0.043010752688172046,0.04838709677419355,0.08064516129032258,3,4,124.0,1.3777777777777778,0.035355339059327376,925,0.017297297297297298,0.0,89,545,not audited (removed upstream),False,False
TOMATOES,10,883,0.6602491506228766,0.5911664779161948,0.17780294450736125,0.6625141562853907,10,10,2351.0,26.122222222222224,0.10961894378540331,15160,0.03601583113456464,0.032519788918205804,82,15311,KEPT,True,True
TOYS AND GAMES,8,126,0.24603174603174602,0.07142857142857142,0.18253968253968253,0.24603174603174602,3,4,209.0,3.732142857142857,0.05231577901017468,1878,0.16240681576144836,0.003194888178913738,828,560,fewer than 5 items or <200 category-trips,True,False
TROPICAL FRUIT,10,682,0.36656891495601174,0.24486803519061584,0.20967741935483872,0.3680351906158358,10,10,1752.0,19.466666666666665,0.09670933845658634,32186,0.055054992854035915,0.050394581495059966,81,33676,KEPT,True,True
TURKEY,10,334,0.4491017964071856,0.2964071856287425,0.218562874251497,0.4491017964071856,7,9,1162.0,12.911111111111111,0.07427084260210765,2767,0.05746295627032887,0.020238525478857967,184,1608,top 15% most seasonal (Herfindahl of daily demand),True,False
UNKNOWN,10,191,0.3717277486910995,0.3403141361256545,0.08376963350785341,0.3717277486910995,7,4,555.0,6.166666666666667,0.10884812272098807,1062,0.027306967984934087,0.007532956685499058,50,908,fewer than 5 items or <200 category-trips,True,False
VALENTINE,10,23,0.4782608695652174,0.13043478260869565,0.4782608695652174,0.5217391304347826,1,7,91.0,1.011111111111111,0.18713342515606657,430,0.27906976744186046,0.013953488372093023,253,99,fewer than 5 items or <200 category-trips,True,False
VALUE ADDED FRUIT,10,845,0.9857988165680474,0.9846153846153847,0.020118343195266272,0.9857988165680474,10,4,1223.0,13.588888888888889,0.11279334791033285,5817,0.14113804366511948,0.07615609420663572,79,4951,fewer than 5 items or <200 category-trips,True,False
VALUE ADDED VEGETABLES,10,485,0.18969072164948453,0.020618556701030927,0.17525773195876287,0.18969072164948453,6,10,674.0,7.488888888888889,0.12062242514236844,2096,0.07967557251908397,0.030057251908396948,95,1486,KEPT,True,True
VEAL,3,19,0.3684210526315789,0.3684210526315789,0.0,0.3684210526315789,2,0,14.0,2.3333333333333335,0.000217965984089351,101,0.0297029702970297,0.0297029702970297,22,92,fewer than 5 items or <200 category-trips,True,False
VEGETABLES - ALL OTHERS,10,926,0.5453563714902808,0.4892008639308855,0.1447084233261339,0.5464362850971922,10,6,2343.0,26.033333333333335,0.1069833934368021,16240,0.19316502463054186,0.11200738916256157,202,15346,KEPT,True,True
VEGETABLES - SHELF STABLE,10,953,0.25813221406086045,0.1416579223504722,0.26862539349422876,0.3074501573976915,8,10,1174.0,13.044444444444444,0.3074640877821807,22413,0.4603132110828537,0.08441529469504305,831,9536,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
VEGETABLES SALAD,10,825,0.38303030303030305,0.37212121212121213,0.02181818181818182,0.3842424242424242,7,6,1846.0,20.511111111111113,0.13718998558063214,10653,0.05669764385619074,0.05359992490378297,60,11066,KEPT,True,True
VITAMINS,9,68,0.38235294117647056,0.04411764705882353,0.38235294117647056,0.39705882352941174,1,7,198.0,2.75,0.10856159316818326,1985,0.14760705289672543,0.0015113350125944584,652,297,fewer than 5 items or <200 category-trips,True,False
WAREHOUSE SNACKS,10,686,0.33527696793002915,0.0,0.3250728862973761,0.3250728862973761,0,10,936.0,10.4,0.468195647885666,6481,0.26307668569665177,0.10199043357506557,298,3698,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
WATCHES/CALCULATORS/LOBBY,2,3,0.0,0.0,0.0,0.0,0,0,,,,40,0.025,0.0,23,28,fewer than 5 items or <200 category-trips,True,False
WATER,10,390,0.17692307692307693,0.023076923076923078,0.1641025641025641,0.1794871794871795,5,10,411.0,4.566666666666666,0.3583769743546664,1385,0.28664259927797836,0.2505415162454874,73,1610,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
WATER - CARBONATED/FLVRD DRINK,10,964,0.06327800829875518,0.005186721991701245,0.06224066390041494,0.06327800829875518,3,7,495.0,5.5,0.06554194179430152,17664,0.14181385869565216,0.014492753623188406,434,8438,KEPT,True,True
YOGURT,10,964,0.21058091286307054,0.024896265560165973,0.2012448132780083,0.21887966804979253,9,10,621.0,6.9,0.7500010683882129,17459,0.5776963170857438,0.08814937854401741,686,6184,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
