label,group_id,loglik,mse,purchases,rank_ll,rank_se
nf,35,-5.888607967601103,0.9828089096966912,85.0,3.0,7.0
nf,36,-3.737550797001008,0.9395824965610299,372.0,4.0,4.0
nf,37,-5.911247878778176,0.9932094011150423,122.0,6.0,4.0
nf,38,-4.1182653071686355,0.9120440145177166,381.0,4.0,1.0
nf,39,-6.616097586495536,1.0014194079807825,56.0,6.0,6.0
nf,40,-6.962134178648603,0.990813397346659,47.0,5.0,3.0
nf,41,-3.909850881678825,0.9540211770812795,634.0,4.0,6.0
nf,42,-5.919357963230299,0.9576105864151664,92.0,3.0,2.0
nf,43,-5.349978907578657,0.9625775603210034,147.0,5.0,3.0
nf,44,-3.6321615991295415,0.9260349999662089,578.0,3.0,6.0
nf,45,-5.361333673650568,0.9527167117956913,99.0,4.0,4.0
nf,46,-4.756493368638834,0.956008247707201,253.0,4.0,4.0
nf,47,-5.02312749818314,0.9737128679142442,215.0,5.0,1.0
nf,48,-6.086499532063802,0.9573225180308024,48.0,2.0,7.0
nf,49,-4.321424268987861,0.9617096507956037,381.0,2.0,1.0
nf,50,-3.6478448219170874,0.8752534911287353,297.0,3.0,4.0
nf,51,-4.586334556661626,0.9340260823567709,186.0,6.0,3.0
nf,52,-5.492858200930478,0.9728589004345154,89.0,3.0,1.0
nf,53,-3.5858945918262455,0.9381582503928277,532.0,2.0,6.0
nf,54,-3.477782719678218,0.9292856348623143,505.0,6.0,4.0
nf,55,-4.098272244715632,0.9255497322175334,411.0,5.0,6.0
nf_promo,0,-5.376590126439145,0.9820116545024671,190.0,6.0,7.0
nf_promo,1,-5.955030852673101,0.9667795218673407,51.0,2.0,6.0
nf_promo,2,-4.434707966256649,0.9508736251939273,282.0,1.0,1.0
nf_promo,3,-4.068113903908379,0.9318922494997446,367.0,3.0,1.0
nf_promo,4,-7.5397705078125,1.0007789611816407,50.0,5.0,4.0
nf_promo,5,-4.344722202845982,0.951471419561477,336.0,7.0,5.0
nf_promo,6,-4.353917251398534,0.872629236291956,162.0,4.0,1.0
nf_promo,7,-3.7772626953125,0.9347297973632812,500.0,4.0,4.0
nf_promo,8,-5.823280686598558,0.9902826162484976,130.0,1.0,3.0
nf_promo,9,-5.101130227481618,0.9468539967256434,170.0,7.0,4.0
nf_promo,10,-4.353813680013021,0.93627503712972,240.0,3.0,4.0
nf_promo,11,-4.541980611866918,0.9636504074622845,232.0,1.0,4.0
nf_promo,12,-6.349728670987216,0.9933592561003449,77.0,3.0,6.0
nf_promo,13,-3.457282238471799,0.915860283084032,410.0,7.0,6.0
nf_promo,14,-5.839698389956825,0.9726760261937192,76.0,1.0,3.0
nf_promo,15,-5.274410815949135,0.9846116735580119,188.0,2.0,6.0
nf_promo,16,-4.192770854652078,0.9513649736303527,397.0,3.0,2.0
